Material,Hf (eV/atom),Ecoh (eV/atom),(ρ0 × λ)⊥τ (10^-16 m2),(ρ0 × λ)⊥λ (10^-16 m2),n,adirection,bdirection,TM_Z,TM_row,TM_group,TM_atomic_radius_calculated,TM_mendeleev_no,TM_electrical_resistivity,TM_poissons_ratio,TM_molar_volume,TM_thermal_conductivity,TM_boiling_point,TM_melting_point,TM_liquid_range,TM_bulk_modulus,TM_youngs_modulus,TM_brinell_hardness,TM_rigidity_modulus,TM_mineral_hardness,TM_vickers_hardness,TM_density_of_solid,TM_coefficient_of_linear_thermal_expansion,TM_ionization_energies,TM_atomic_mass,TM_atomic_radius,TM_average_anionic_radius,TM_average_cationic_radius,TM_average_ionic_radius,TM_electron_affinity,A_Z,A_row,A_group,A_atomic_radius_calculated,A_mendeleev_no,A_electrical_resistivity,A_molar_volume,A_thermal_conductivity,A_boiling_point,A_melting_point,A_liquid_range,A_mineral_hardness,A_density_of_solid,A_ionization_energies,A_atomic_mass,A_atomic_radius,A_average_anionic_radius,A_average_cationic_radius,A_average_ionic_radius,A_electron_affinity,X_Z,X_row,X_group,X_atomic_radius_calculated,X_mendeleev_no,X_refractive_index,X_molar_volume,X_thermal_conductivity,X_boiling_point,X_melting_point,X_liquid_range,X_ionization_energies,X_atomic_mass,X_atomic_radius,X_average_anionic_radius,X_average_cationic_radius,X_average_ionic_radius,X_electron_affinity,mean_Z,stddev_Z,mean_row,stddev_row,mean_group,stddev_group,mean_atomic_radius_calculated,stddev_atomic_radius_calculated,mean_mendeleev_no,stddev_mendeleev_no,mean_molar_volume,stddev_molar_volume,mean_thermal_conductivity,stddev_thermal_conductivity,mean_boiling_point,stddev_boiling_point,mean_melting_point,stddev_melting_point,mean_liquid_range,stddev_liquid_range,mean_ionization_energies,stddev_ionization_energies,mean_atomic_mass,stddev_atomic_mass,mean_atomic_radius,stddev_atomic_radius,mean_average_anionic_radius,stddev_average_anionic_radius,mean_average_cationic_radius,stddev_average_cationic_radius,mean_average_ionic_radius,stddev_average_ionic_radius,mean_electron_affinity,stddev_electron_affinity
α-V4AlC3,-0.504,8.6,3.7,3.7,4,1,0,23.0,4.0,5.0,1.71,54.0,2e-07,0.37,8.32,31.0,3680.0,2183.0,1497.0,160.0,128.0,628.0,47.0,7.0,628.0,6110.0,8.4e-06,6.746187,50.9415,1.35,0.0,0.7775,0.7775,0.527662,13.0,3.0,13.0,1.18,80.0,2.7e-08,10.0,235.0,2792.0,933.47,1858.53,2.75,2700.0,5.985769,26.9815386,1.25,0.0,0.675,0.675,0.432835,6.0,2.0,14.0,0.67,95.0,2.417,5.29,140.0,4300.0,3800.0,500.0,11.260288,12.0107,0.7,0.0,0.3,0.3,1.262113612,15.375,7.920503456220444,3.125,0.9270248108869579,9.375,4.3857011982122085,1.25375,0.482232762781626,72.625,19.1829188342129,7.393750000000001,1.7139715392911286,97.375,72.46885106719989,3801.5,477.4471174905133,2633.18375,986.4119924496242,1168.3162499999999,530.1493752693079,8.343922625,2.2717693002969583,33.347454825,18.18137065532314,1.09375,0.30663241430090205,0.0,0.0,0.5856250000000001,0.22360592428421927,0.5856250000000001,0.22360592428421927,0.7912279794999999,0.36597702568584145
β-V4AlC3,-0.253,7.8,3.2,3.8,4,0,1,23.0,4.0,5.0,1.71,54.0,2e-07,0.37,8.32,31.0,3680.0,2183.0,1497.0,160.0,128.0,628.0,47.0,7.0,628.0,6110.0,8.4e-06,6.746187,50.9415,1.35,0.0,0.7775,0.7775,0.527662,13.0,3.0,13.0,1.18,80.0,2.7e-08,10.0,235.0,2792.0,933.47,1858.53,2.75,2700.0,5.985769,26.9815386,1.25,0.0,0.675,0.675,0.432835,6.0,2.0,14.0,0.67,95.0,2.417,5.29,140.0,4300.0,3800.0,500.0,11.260288,12.0107,0.7,0.0,0.3,0.3,1.262113612,15.375,7.920503456220444,3.125,0.9270248108869579,9.375,4.3857011982122085,1.25375,0.482232762781626,72.625,19.1829188342129,7.393750000000001,1.7139715392911286,97.375,72.46885106719989,3801.5,477.4471174905133,2633.18375,986.4119924496242,1168.3162499999999,530.1493752693079,8.343922625,2.2717693002969583,33.347454825,18.18137065532314,1.09375,0.30663241430090205,0.0,0.0,0.5856250000000001,0.22360592428421927,0.5856250000000001,0.22360592428421927,0.7912279794999999,0.36597702568584145
α-V4AlN3,-3.759,5.5,1.0,1.3,4,1,0,23.0,4.0,5.0,1.71,54.0,2e-07,0.37,8.32,31.0,3680.0,2183.0,1497.0,160.0,128.0,628.0,47.0,7.0,628.0,6110.0,8.4e-06,6.746187,50.9415,1.35,0.0,0.7775,0.7775,0.527662,13.0,3.0,13.0,1.18,80.0,2.7e-08,10.0,235.0,2792.0,933.47,1858.53,2.75,2700.0,5.985769,26.9815386,1.25,0.0,0.675,0.675,0.432835,7.0,2.0,15.0,0.56,100.0,1.000298,13.54,0.02583,77.36,63.05,14.31,14.53413,14.0067,0.65,1.32,0.285,0.63,-0.07,15.75,7.479137650825796,3.125,0.9270248108869579,9.75,4.789311015167004,1.2125,0.5324882627814438,74.5,21.395092895334667,10.4875,2.4234054035592143,44.88468625,73.27339346880898,2218.01,1681.7502351716796,1231.8274999999999,987.8041449567571,986.1825,761.4407973334171,9.571613375,3.8514628786362763,34.095954825,17.307653529095745,1.0750000000000002,0.33071891388307384,0.495,0.6390422521242238,0.5800000000000001,0.23079346827845887,0.7093750000000001,0.06950438385454544,0.29168537499999997,0.2817605406834576
β-V4AlN3,-3.329,5.1,3.2,3.5,4,0,1,23.0,4.0,5.0,1.71,54.0,2e-07,0.37,8.32,31.0,3680.0,2183.0,1497.0,160.0,128.0,628.0,47.0,7.0,628.0,6110.0,8.4e-06,6.746187,50.9415,1.35,0.0,0.7775,0.7775,0.527662,13.0,3.0,13.0,1.18,80.0,2.7e-08,10.0,235.0,2792.0,933.47,1858.53,2.75,2700.0,5.985769,26.9815386,1.25,0.0,0.675,0.675,0.432835,7.0,2.0,15.0,0.56,100.0,1.000298,13.54,0.02583,77.36,63.05,14.31,14.53413,14.0067,0.65,1.32,0.285,0.63,-0.07,15.75,7.479137650825796,3.125,0.9270248108869579,9.75,4.789311015167004,1.2125,0.5324882627814438,74.5,21.395092895334667,10.4875,2.4234054035592143,44.88468625,73.27339346880898,2218.01,1681.7502351716796,1231.8274999999999,987.8041449567571,986.1825,761.4407973334171,9.571613375,3.8514628786362763,34.095954825,17.307653529095745,1.0750000000000002,0.33071891388307384,0.495,0.6390422521242238,0.5800000000000001,0.23079346827845887,0.7093750000000001,0.06950438385454544,0.29168537499999997,0.2817605406834576
α-V4SiN3,-3.753,5.7,1.0,1.1,4,1,0,23.0,4.0,5.0,1.71,54.0,2e-07,0.37,8.32,31.0,3680.0,2183.0,1497.0,160.0,128.0,628.0,47.0,7.0,628.0,6110.0,8.4e-06,6.746187,50.9415,1.35,0.0,0.7775,0.7775,0.527662,14.0,3.0,14.0,1.11,85.0,0.001,12.06,150.0,3173.0,1687.0,1486.0,6.5,2330.0,8.15168,28.0855,1.1,0.0,0.54,0.54,1.38952128,7.0,2.0,15.0,0.56,100.0,1.000298,13.54,0.02583,77.36,63.05,14.31,14.53413,14.0067,0.65,1.32,0.285,0.63,-0.07,15.875,7.440388094716565,3.125,0.9270248108869579,9.875,4.88460592064498,1.20375,0.5335245425470134,75.125,21.61849613178493,10.745000000000001,2.4669768949059896,34.25968625,46.03557481174096,2265.635,1702.5960722893142,1326.01875,990.78536428731,939.61625,716.7475802354951,9.842352250000001,3.6613123508575356,34.23395,17.254699624667477,1.05625,0.32445868381043524,0.495,0.6390422521242238,0.563125,0.22815068348571738,0.6925,0.08935533000330756,0.41127115999999997,0.46179356808086797
α-V4GaC3,-0.502,8.5,2.2,2.8,4,1,0,23.0,4.0,5.0,1.71,54.0,2e-07,0.37,8.32,31.0,3680.0,2183.0,1497.0,160.0,128.0,628.0,47.0,7.0,628.0,6110.0,8.4e-06,6.746187,50.9415,1.35,0.0,0.7775,0.7775,0.527662,31.0,4.0,13.0,1.36,81.0,1.4e-07,11.8,29.0,2477.0,302.91,2174.09,1.5,5904.0,5.999302,69.723,1.3,0.0,0.76,0.76,0.3012011,6.0,2.0,14.0,0.67,95.0,2.417,5.29,140.0,4300.0,3800.0,500.0,11.260288,12.0107,0.7,0.0,0.3,0.3,1.262113612,17.625,9.353308238265218,3.25,0.9682458365518543,9.375,4.3857011982122085,1.2762499999999999,0.4824659962111319,72.75,19.233759382918358,7.61875,2.113027670784271,71.625,52.96682334254151,3762.125,564.1866795441026,2554.36375,1133.3312142522316,1207.76125,588.5581356254771,8.345614249999999,2.270017084007505,38.6901375,21.502323256216844,1.1,0.31024184114977144,0.0,0.0,0.59625,0.22954098217965346,0.59625,0.22954098217965346,0.774773742,0.38422460001651526
α-V4GaN3,-3.762,5.4,1.1,1.4,4,1,0,23.0,4.0,5.0,1.71,54.0,2e-07,0.37,8.32,31.0,3680.0,2183.0,1497.0,160.0,128.0,628.0,47.0,7.0,628.0,6110.0,8.4e-06,6.746187,50.9415,1.35,0.0,0.7775,0.7775,0.527662,31.0,4.0,13.0,1.36,81.0,1.4e-07,11.8,29.0,2477.0,302.91,2174.09,1.5,5904.0,5.999302,69.723,1.3,0.0,0.76,0.76,0.3012011,7.0,2.0,15.0,0.56,100.0,1.000298,13.54,0.02583,77.36,63.05,14.31,14.53413,14.0067,0.65,1.32,0.285,0.63,-0.07,18.0,8.888194417315589,3.25,0.9682458365518543,9.75,4.789311015167004,1.2349999999999999,0.5344389581607987,74.625,21.4297544316308,10.712499999999999,2.45110051813466,19.13468625,14.815162243792622,2178.635,1671.5067679716406,1153.0075,1032.607501373949,1025.6275,812.0978625102705,9.573305,3.8498901969663364,39.4386375,20.57533818014527,1.08125,0.3344188055417937,0.495,0.6390422521242238,0.590625,0.23680077992903656,0.72,0.0699330036534968,0.2752311375,0.2768378169661929
α-V4GeC3,-0.46,8.7,1.1,1.2,4,1,0,23.0,4.0,5.0,1.71,54.0,2e-07,0.37,8.32,31.0,3680.0,2183.0,1497.0,160.0,128.0,628.0,47.0,7.0,628.0,6110.0,8.4e-06,6.746187,50.9415,1.35,0.0,0.7775,0.7775,0.527662,32.0,4.0,14.0,1.25,84.0,0.0005,13.63,60.0,3093.0,1211.4,1881.6,6.0,5323.0,7.899435,72.64,1.25,0.0,0.77,0.77,1.232676413,6.0,2.0,14.0,0.67,95.0,2.417,5.29,140.0,4300.0,3800.0,500.0,11.260288,12.0107,0.7,0.0,0.3,0.3,1.262113612,17.75,9.536115561380326,3.25,0.9682458365518543,9.5,4.5,1.2625,0.48144963391823237,73.125,19.41930418423894,7.8475,2.5969393042579956,75.5,50.79616127228513,3839.125,402.3684373494024,2667.925,929.1700271613371,1171.2,533.9451095384244,8.583130874999998,2.105540371997972,39.0547625,22.043395385632945,1.09375,0.30663241430090205,0.0,0.0,0.5974999999999999,0.23045471355561378,0.5974999999999999,0.23045471355561378,0.891208156125,0.36365787021935664
α-V4AsN3,-3.735,5.6,1.3,1.5,4,1,0,23.0,4.0,5.0,1.71,54.0,2e-07,0.37,8.32,31.0,3680.0,2183.0,1497.0,160.0,128.0,628.0,47.0,7.0,628.0,6110.0,8.4e-06,6.746187,50.9415,1.35,0.0,0.7775,0.7775,0.527662,33.0,4.0,15.0,1.14,89.0,3.3e-07,12.95,50.0,887.0,1090.0,203.0,3.5,5727.0,9.78855,74.9216,1.15,0.0,0.6599999999999999,0.6599999999999999,0.80482,7.0,2.0,15.0,0.56,100.0,1.000298,13.54,0.02583,77.36,63.05,14.31,14.53413,14.0067,0.65,1.32,0.285,0.63,-0.07,18.25,9.270248108869579,3.25,0.9682458365518543,10.0,5.0,1.2075,0.5329575499043052,75.625,21.88571166309197,10.85625,2.5426754487153875,21.75968625,17.87501900691013,1979.885,1718.0936311432506,1251.39375,983.240266109173,779.24125,720.0801971558012,10.046961,3.6064398848606225,40.0884625,21.579145503583863,1.0625,0.3257203555198846,0.495,0.6390422521242238,0.578125,0.2300738672144231,0.7075,0.07060010623221469,0.33818349999999997,0.32810046860641634
α-V4CdC3,-0.357,8.1,1.5,1.6,4,1,0,23.0,4.0,5.0,1.71,54.0,2e-07,0.37,8.32,31.0,3680.0,2183.0,1497.0,160.0,128.0,628.0,47.0,7.0,628.0,6110.0,8.4e-06,6.746187,50.9415,1.35,0.0,0.7775,0.7775,0.527662,48.0,5.0,12.0,1.61,75.0,7e-08,13.0,97.0,1040.0,594.22,445.78,2.0,8650.0,8.99382,112.411,1.55,0.0,1.09,1.09,-0.72,6.0,2.0,14.0,0.67,95.0,2.417,5.29,140.0,4300.0,3800.0,500.0,11.260288,12.0107,0.7,0.0,0.3,0.3,1.262113612,19.75,13.264143394882309,3.375,1.1110243021644486,9.25,4.293891009329417,1.3074999999999999,0.49481688532223717,72.0,19.013153341831543,7.768750000000001,2.4242031551625374,80.125,50.85871975384359,3582.5,1002.9176187504136,2590.7775,1062.8986882783092,991.7225,505.5501548251667,8.719928999999999,2.092185393218655,44.026137500000004,31.509409483753323,1.13125,0.3399793192239787,0.0,0.0,0.6375,0.27948054494007274,0.6375,0.27948054494007274,0.6471236045,0.6185415687076415
α-V4CdN3,-3.671,5.1,1.3,1.7,4,1,0,23.0,4.0,5.0,1.71,54.0,2e-07,0.37,8.32,31.0,3680.0,2183.0,1497.0,160.0,128.0,628.0,47.0,7.0,628.0,6110.0,8.4e-06,6.746187,50.9415,1.35,0.0,0.7775,0.7775,0.527662,48.0,5.0,12.0,1.61,75.0,7e-08,13.0,97.0,1040.0,594.22,445.78,2.0,8650.0,8.99382,112.411,1.55,0.0,1.09,1.09,-0.72,7.0,2.0,15.0,0.56,100.0,1.000298,13.54,0.02583,77.36,63.05,14.31,14.53413,14.0067,0.65,1.32,0.285,0.63,-0.07,20.125,12.87864026207736,3.375,1.1110243021644486,9.625,4.715334028465004,1.2662499999999999,0.5479721137977734,73.875,21.29810731027525,10.8625,2.5478704343039107,27.63468625,29.88225838285819,1999.01,1706.635061605146,1189.4212499999999,1006.8016212422076,809.58875,699.9909449135307,9.94761975,3.623096903794037,44.774637500000004,30.754666797534053,1.1125,0.36379080527138125,0.495,0.6390422521242238,0.631875,0.2862847959200768,0.76125,0.14177997919311458,0.147581,0.429034895505016
α-V4InC3,-0.384,8.3,1.9,1.9,4,1,0,23.0,4.0,5.0,1.71,54.0,2e-07,0.37,8.32,31.0,3680.0,2183.0,1497.0,160.0,128.0,628.0,47.0,7.0,628.0,6110.0,8.4e-06,6.746187,50.9415,1.35,0.0,0.7775,0.7775,0.527662,49.0,5.0,13.0,1.56,79.0,8e-08,15.76,82.0,2345.0,429.75,1915.25,1.2,7310.0,5.7863557,114.818,1.55,0.0,0.94,0.94,0.383926,6.0,2.0,14.0,0.67,95.0,2.417,5.29,140.0,4300.0,3800.0,500.0,11.260288,12.0107,0.7,0.0,0.3,0.3,1.262113612,19.875,13.531791270929359,3.375,1.1110243021644486,9.375,4.3857011982122085,1.30125,0.4912595418920634,72.5,19.13765920900464,8.11375,3.212397615099974,78.25,50.47709876765898,3745.625,602.1806077706256,2570.21875,1102.1822489774263,1175.40625,539.6271562601696,8.318995962499999,2.2984444570975624,44.3270125,32.16562073679899,1.13125,0.3399793192239787,0.0,0.0,0.6187499999999999,0.2521935020971,0.6187499999999999,0.2521935020971,0.7851143545,0.37226734850498344
α-V4InN3,-3.661,5.3,1.4,2.2,4,1,0,23.0,4.0,5.0,1.71,54.0,2e-07,0.37,8.32,31.0,3680.0,2183.0,1497.0,160.0,128.0,628.0,47.0,7.0,628.0,6110.0,8.4e-06,6.746187,50.9415,1.35,0.0,0.7775,0.7775,0.527662,49.0,5.0,13.0,1.56,79.0,8e-08,15.76,82.0,2345.0,429.75,1915.25,1.2,7310.0,5.7863557,114.818,1.55,0.0,0.94,0.94,0.383926,7.0,2.0,15.0,0.56,100.0,1.000298,13.54,0.02583,77.36,63.05,14.31,14.53413,14.0067,0.65,1.32,0.285,0.63,-0.07,20.25,13.150570329837409,3.375,1.1110243021644486,9.75,4.789311015167004,1.26,0.544288526426931,74.375,21.365494962672877,11.2075,2.966427775962192,25.75968625,25.640569699158373,2162.135,1669.129887209201,1168.8625,1020.3339293308588,993.2725,769.7492137662435,9.5466867125,3.8751621824206595,45.0755125,31.41947471427703,1.1125,0.36379080527138125,0.495,0.6390422521242238,0.6131249999999999,0.25930722005952705,0.7424999999999999,0.10116508785149152,0.28557175,0.27915007685551063
α-V4SnC3,-0.365,8.5,1.1,1.2,4,1,0,23.0,4.0,5.0,1.71,54.0,2e-07,0.37,8.32,31.0,3680.0,2183.0,1497.0,160.0,128.0,628.0,47.0,7.0,628.0,6110.0,8.4e-06,6.746187,50.9415,1.35,0.0,0.7775,0.7775,0.527662,50.0,5.0,14.0,1.45,83.0,1.15e-07,16.29,67.0,2875.0,505.08,2369.92,1.5,7310.0,7.343918,118.71,1.45,0.0,0.83,0.83,1.1120702,6.0,2.0,14.0,0.67,95.0,2.417,5.29,140.0,4300.0,3800.0,500.0,11.260288,12.0107,0.7,0.0,0.3,0.3,1.262113612,20.0,13.80217374184226,3.375,1.1110243021644486,9.5,4.5,1.2874999999999999,0.48532849699971253,73.0,19.352002480363627,8.18,3.370956837457282,76.375,50.58146276058058,3811.875,455.80929057556517,2579.635,1084.0276714987492,1232.24,630.7964673331645,8.513691249999999,2.1358849358292775,44.8135125,33.239609864905056,1.11875,0.32590019561209227,0.0,0.0,0.605,0.23683459417914435,0.605,0.23683459417914435,0.8761323795,0.3514857060081611
α-V4SnN3,-3.649,5.4,1.4,1.8,4,1,0,23.0,4.0,5.0,1.71,54.0,2e-07,0.37,8.32,31.0,3680.0,2183.0,1497.0,160.0,128.0,628.0,47.0,7.0,628.0,6110.0,8.4e-06,6.746187,50.9415,1.35,0.0,0.7775,0.7775,0.527662,50.0,5.0,14.0,1.45,83.0,1.15e-07,16.29,67.0,2875.0,505.08,2369.92,1.5,7310.0,7.343918,118.71,1.45,0.0,0.83,0.83,1.1120702,7.0,2.0,15.0,0.56,100.0,1.000298,13.54,0.02583,77.36,63.05,14.31,14.53413,14.0067,0.65,1.32,0.285,0.63,-0.07,20.375,13.425139664077987,3.375,1.1110243021644486,9.875,4.88460592064498,1.2462499999999999,0.5378879413967188,74.875,21.514166844198268,11.27375,3.071420426691858,23.88468625,21.70592114919103,2228.385,1685.5110887724827,1178.27875,1013.7961587695711,1050.10625,848.4829141169771,9.741382,3.7172554754467035,45.5620125,32.506916301128804,1.1,0.35,0.495,0.6390422521242238,0.599375,0.24407910474884983,0.72875,0.07827236102226633,0.376589775,0.3921973364308513
α-Cr4AlC3,-0.01,6.9,1.0,1.1,4,1,0,24.0,4.0,6.0,1.66,57.0,1.27e-07,0.21,7.23,94.0,2944.0,2180.0,764.0,160.0,279.0,1120.0,115.0,8.5,1060.0,7140.0,4.9e-06,6.76651,51.9961,1.4,0.0,0.94,0.94,0.6758412,13.0,3.0,13.0,1.18,80.0,2.7e-08,10.0,235.0,2792.0,933.47,1858.53,2.75,2700.0,5.985769,26.9815386,1.25,0.0,0.675,0.675,0.432835,6.0,2.0,14.0,0.67,95.0,2.417,5.29,140.0,4300.0,3800.0,500.0,11.260288,12.0107,0.7,0.0,0.3,0.3,1.262113612,15.875,8.402938474129154,3.125,0.9270248108869579,9.875,3.887077951366553,1.22875,0.45865121552220917,74.125,17.73018259917252,6.848750000000001,1.4916805748886053,128.875,45.41320705477648,3433.5,672.9069400741829,2631.68375,987.097472440507,801.81625,417.6786101160047,8.354084125,2.2646342372990627,33.874754825,18.692109678626444,1.11875,0.32781235104858386,0.0,0.0,0.6668749999999999,0.296278347799835,0.6668749999999999,0.296278347799835,0.8653175795,0.31681770179156443
β-Cr4SiN3,-2.672,3.5,2.9,4.3,4,0,1,24.0,4.0,6.0,1.66,57.0,1.27e-07,0.21,7.23,94.0,2944.0,2180.0,764.0,160.0,279.0,1120.0,115.0,8.5,1060.0,7140.0,4.9e-06,6.76651,51.9961,1.4,0.0,0.94,0.94,0.6758412,14.0,3.0,14.0,1.11,85.0,0.001,12.06,150.0,3173.0,1687.0,1486.0,6.5,2330.0,8.15168,28.0855,1.1,0.0,0.54,0.54,1.38952128,7.0,2.0,15.0,0.56,100.0,1.000298,13.54,0.02583,77.36,63.05,14.31,14.53413,14.0067,0.65,1.32,0.285,0.63,-0.07,16.375,7.920503456220444,3.125,0.9270248108869579,10.375,4.3857011982122085,1.17875,0.5098636459878267,76.625,20.155256758473705,10.2,3.004371814539605,65.75968625,53.90884820228864,1897.635,1411.8373650583837,1324.51875,989.4882234447955,573.11625,489.374146255641,9.85251375,3.652723370342796,34.76125,17.76576726903457,1.0812499999999998,0.34725485957722746,0.495,0.6390422521242238,0.6443749999999999,0.30576172810703434,0.7737499999999999,0.1685183595339095,0.48536076000000006,0.48578726816122636
α-Cr4GeN3,-3.125,3.8,1.5,1.4,4,1,0,24.0,4.0,6.0,1.66,57.0,1.27e-07,0.21,7.23,94.0,2944.0,2180.0,764.0,160.0,279.0,1120.0,115.0,8.5,1060.0,7140.0,4.9e-06,6.76651,51.9961,1.4,0.0,0.94,0.94,0.6758412,32.0,4.0,14.0,1.25,84.0,0.0005,13.63,60.0,3093.0,1211.4,1881.6,6.0,5323.0,7.899435,72.64,1.25,0.0,0.77,0.77,1.232676413,7.0,2.0,15.0,0.56,100.0,1.000298,13.54,0.02583,77.36,63.05,14.31,14.53413,14.0067,0.65,1.32,0.285,0.63,-0.07,18.625,9.353308238265218,3.25,0.9682458365518543,10.375,4.3857011982122085,1.19625,0.5096061592053219,76.5,20.1059692628831,10.39625,3.1663699148235978,54.50968625,43.55105458105921,1887.635,1403.0243922950876,1265.06875,980.1673536753494,622.5662500000001,588.9723044409113,9.820983125,3.668324411056887,40.3305625,21.409915994051534,1.1,0.3517811819867572,0.495,0.6390422521242238,0.673125,0.305408921570736,0.8025,0.14402690720834074,0.46575515162500003,0.45080671572117426
α-Ta4AlC3,-0.582,9.4,3.8,3.3,4,1,0,73.0,6.0,5.0,2.0,52.0,1.35e-07,0.34,10.85,57.0,5731.0,3290.0,2441.0,200.0,186.0,800.0,69.0,6.5,873.0,16650.0,6.3e-06,7.549571,180.94788,1.45,0.0,0.82,0.82,0.32312,13.0,3.0,13.0,1.18,80.0,2.7e-08,10.0,235.0,2792.0,933.47,1858.53,2.75,2700.0,5.985769,26.9815386,1.25,0.0,0.675,0.675,0.432835,6.0,2.0,14.0,0.67,95.0,2.417,5.29,140.0,4300.0,3800.0,500.0,11.260288,12.0107,0.7,0.0,0.3,0.3,1.262113612,40.375,32.69532650089306,4.125,1.899835519196333,9.375,4.3857011982122085,1.39875,0.6211971808532296,71.625,20.155256758473705,8.65875,2.6232300580581946,110.375,60.786383138002215,4827.0,1015.090882630713,3186.68375,883.7519208456847,1640.31625,902.2858860130959,8.745614624999998,2.0096509595650516,98.350644825,82.72433180050814,1.1437499999999998,0.34949740700039533,0.0,0.0,0.606875,0.2420864708632021,0.606875,0.2420864708632021,0.6889569795,0.44531882213729085
β-Ta4SiC3,-0.717,8.5,26.0,26.4,4,0,1,73.0,6.0,5.0,2.0,52.0,1.35e-07,0.34,10.85,57.0,5731.0,3290.0,2441.0,200.0,186.0,800.0,69.0,6.5,873.0,16650.0,6.3e-06,7.549571,180.94788,1.45,0.0,0.82,0.82,0.32312,14.0,3.0,14.0,1.11,85.0,0.001,12.06,150.0,3173.0,1687.0,1486.0,6.5,2330.0,8.15168,28.0855,1.1,0.0,0.54,0.54,1.38952128,6.0,2.0,14.0,0.67,95.0,2.417,5.29,140.0,4300.0,3800.0,500.0,11.260288,12.0107,0.7,0.0,0.3,0.3,1.262113612,40.5,32.592176975464525,4.125,1.899835519196333,9.5,4.5,1.39,0.6246999279654193,72.25,20.480173339110195,8.91625,2.8348233520803374,99.75,42.8595088632616,4874.625,923.2836695052068,3280.875,647.0358254185003,1593.75,899.4308964561981,9.0163535,1.7485418922525842,98.48864,82.60599969682953,1.125,0.34731109973624513,0.0,0.0,0.59,0.2414539293529927,0.59,0.2414539293529927,0.8085427645000001,0.48698775879860146
